label,text
12,コンピュータ使うようになって何年経つの？
12,パソコンを使うようになってどのくらい経つ？
12,パソコンはいつ始めたんですか？
12,初めてコンピューターを使い始めたのは何年前ですか？
12,いつ頃コンピューターの使い方を覚えたの？
12,初めてコンピュータに触れたのはいつ？
12,初めてコンピュータを使ったのはいつごろ？
12,コンピューターに昔から接してきたのかな。
12,コンピュータデビューはいつ？
12,コンピューターを使い始めたのはいつですか？
12,初めて買ったコンピュータは、どこのメーカーのだった？
12,コンピュータに触れたのは初めて？
12,コンピュータ使い始めたのどれくらい前？
35,君の賢さを教えてよ。
35,知能指数は自信ある？
35,今から学力テスト受けてもらうけど、自信はありますか？
35,知能偏差値、どう？
35,頭どれだけいいの？
35,あなたは自身の身体能力についてどうお考えですか。
35,君の知能指数は？
35,勉強はできる方？
35,君ってめちゃくちゃIQ高いでしょ？
35,君って、IQどれくらいあるの？
35,君のIQは？
35,あなたのコミュニケーションスキルはどの位？
35,今まで付き合った人の数は？
35,IQはどれくらいある？
